Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,EmailAddress,Username,TelephoneNumber,Birthday,NationalID,BloodType
1773,male,Ari,S,Mathiesen,Keflavíkurgata 73,AriMathiesen@fleckens.hu,Ason1934,460 9080,12/3/1934,,O+
1774,female,Auður,S,Erlendsdóttir,Sundlaugavegur 13,AuurErlendsdottir@superrito.com,Therhave,464 3355,12/26/1985,,A+
1775,male,Markús,H,Aronsson,Adalstraeti 17,MarkusAronsson@dayrep.com,Incerivers,443 9425,10/19/1985,,O+
1776,male,Steingrímur,J,Halldórsson,Merkigerði 16,SteingrimurHalldorsson@armyspy.com,Rymen1977,486 0232,8/7/1977,,O+
1777,male,Sigurkarl,E,Lúðvíksson,Nesvegur 87,SigurkarlLuviksson@gustr.com,Mosiout,478 1640,7/15/1941,,B+
1778,male,Anton,H,Árnason,Fjölnisgata 85,AntonArnason@gustr.com,Poin1968,473 1391,4/12/1968,,O+
1779,male,Valdimar,V,Sturluson,Strandgata 70,ValdimarSturluson@superrito.com,Homind93,489 0457,4/22/1993,,A+
1780,male,Ingólfur,F,Brynjarsson,Borgarbraut 13,IngolfurBrynjarsson@fleckens.hu,Dresill,462 2656,9/24/1984,,O+
1781,male,Guðmar,H,Hansson,Brekkustíg 32,GumarHansson@jourrapide.com,Youllithould69,432 1546,10/24/1969,,O+
1782,female,Hólmfríður,S,Valgeirsdóttir,Ártún 1,HolmfriurValgeirsdottir@teleworm.us,Porcen,454 2110,3/31/1973,,A+
1783,female,Aðalheiður,J,Böðvarsdóttir,Bjarg Dalbraut 52,AalheiurBovarsdottir@dayrep.com,Coulp1980,479 4693,3/21/1980,,A+
1784,male,Indriði,S,Jasonarson,Súluvegur 28,IndriiJasonarson@fleckens.hu,Stroardlean,446 9241,9/6/1954,,O-
1785,female,Valgerður,Á,Hrafnsdóttir,Byggðavegur 27,ValgerurHrafnsdottir@dayrep.com,Wilis1994,414 4708,10/18/1994,,O+
1786,female,Guðmundína,B,Þorsteinsdóttir,Svarfaðarbraut 13,Gumundinaorsteinsdottir@fleckens.hu,Whimmight,440 4365,10/19/1986,,AB+
1787,female,Þorgerður,H,Guðsteinsdóttir,Byggðavegur 30,orgerurGusteinsdottir@einrot.com,Forefird,412 9188,9/22/1960,,A-
1788,female,Kristína,M,Snorradóttir,Golfskálinn 69,KristinaSnorradottir@cuvox.de,Lifew1938,413 0474,8/28/1938,,O+
1789,female,Elfa,B,Baldursdóttir,Álfabyggð 96,ElfaBaldursdottir@armyspy.com,Whersely,446 3343,7/8/1993,,A+
1790,male,Svanur,G,Þorsteinsson,Heiðargerði 73,Svanurorsteinsson@armyspy.com,Jects1972,432 9187,9/26/1972,,B+
1791,female,Sæunn,G,Níelsdóttir,Borgarbraut 51,SaeunnNielsdottir@rhyta.com,Hounnenst58,466 7326,10/28/1958,,A+
1792,female,Sunneva,G,Úlfarsdóttir,Hafnarstræti 40,SunnevaUlfarsdottir@cuvox.de,Youghis,436 3515,7/20/1950,,A+
1793,male,Kim,N,Hjálmarsson,Brekkustíg 11,KimHjalmarsson@cuvox.de,Therds,425 4330,3/23/1931,,O+
1794,male,Sigtryggur,R,Annýjarson,Skolavordustig 45,SigtryggurAnnyjarson@teleworm.us,Thesteck,479 0762,1/19/1965,,A+
1795,male,Mikael,D,Thoroddsen,Sidumula 17,MikaelThoroddsen@teleworm.us,Donentolon,441 6099,10/9/1980,,A+
1797,male,Markús,R,Yngvason,Djúpivogur 49,MarkusYngvason@jourrapide.com,Becomeavoing,446 0178,3/30/1963,,O+
1798,male,Unnar,S,Þórarinsson,Hamarstígur 39,Unnarorarinsson@dayrep.com,Bobtly1960,449 5051,3/23/1960,,O+
1799,male,Alexander,L,Sigmundsson,Armúli 59,AlexanderSigmundsson@dayrep.com,Lifid1964,454 9563,5/10/1964,,O-
1800,male,Þorgils,K,Ingvason,Kveldúlfsgata 94,orgilsIngvason@cuvox.de,Bettantil,435 0080,8/4/1994,,A+
1801,female,Kristíana,M,Steinarsdóttir,Álfabyggð 54,KristianaSteinarsdottir@fleckens.hu,Hiscre,452 3025,7/17/1946,,A+
1802,male,Rhoda,B,Þráinsson,Thverholt 5,Rhodarainsson@jourrapide.com,Slearearal,445 9425,12/6/1964,,O+
1803,male,Sólveig,E,Eyþórsson,Kringlan 46,SolveigEyorsson@rhyta.com,Snate1939,414 6810,10/8/1939,,O+
1804,female,Ágústa,P,Hólmsteinsdóttir,Hafnargata 38,AgustaHolmsteinsdottir@superrito.com,Wrock1962,428 7777,7/23/1962,,O+
1805,male,Njörður,Þ,Hrafnhildarson,Djúpivogur 24,NjorurHrafnhildarson@dayrep.com,Busbarly90,426 9196,9/23/1990,,A+
1806,female,Ingunn,Ö,Ingólfsdóttir,Borgarholtsbraut 71,IngunnIngolfsdottir@teleworm.us,Caughly1968,455 0099,1/8/1968,,A+
1807,male,Auðunn,D,Þóreyjarson,Túnbraut 60,Auunnoreyjarson@rhyta.com,Purpoer,435 6761,5/14/1938,,B+
1808,female,Dýrleif,H,Óskarsdóttir,Sigtuni 51,DyrleifOskarsdottir@fleckens.hu,Pricandere,458 9515,4/6/1961,,AB+
1809,male,Jónas,Þ,Heimisson,Hlíðarenda 39,JonasHeimisson@dayrep.com,Weenctiny,450 1445,11/20/1930,,AB-
1810,male,Börkur,E,Ákason,Lindargata 78,BorkurAkason@superrito.com,Balacee,483 2210,1/19/1943,,O+
1811,female,Birgitta,K,Sigtryggsdóttir,Hrisateigur 56,BirgittaSigtryggsdottir@einrot.com,Rusestiond,419 0152,3/1/1968,,O+
1812,male,Gunnar,S,Vagnsson,Egilsgata 36,GunnarVagnsson@armyspy.com,Pleataring,429 3060,9/20/1987,,A+
1813,female,Karlotta,S,Bergsdóttir,Hafnarbraut 18,KarlottaBergsdottir@dayrep.com,Sherverty,459 4744,2/7/1992,,B+
1815,male,Hallur,H,Sigfússon,Sidumula 8,HallurSigfusson@gustr.com,Leent1931,434 9342,10/10/1931,,A+
1816,male,Jóhann,I,Þórisson,Hvanneyrarbraut 59,Johannorisson@dayrep.com,Aved1942,423 7629,7/27/1942,,AB+
1817,male,Þór,J,Sveinsson,Bergstaðarstræti 92,orSveinsson@jourrapide.com,Bese1949,438 2677,3/1/1949,,A+
1818,female,Hrönn,S,Erlendsdóttir,Brekkugata 63,HronnErlendsdottir@gustr.com,Hompareect,464 6971,12/7/1978,,B+
1819,male,Hrafnkell,R,Sveinbjörnsson,Hlíðarvegur 41,HrafnkellSveinbjornsson@armyspy.com,Herell,478 2647,7/26/1952,,O+
1820,male,Hallsteinn,A,Þorsteinsson,Byggðavegur 95,Hallsteinnorsteinsson@fleckens.hu,Suman1986,414 8631,5/20/1986,,A+
1821,female,Borghildur,R,Sigþórsdóttir,Fagurhólsmýri 53,BorghildurSigorsdottir@armyspy.com,Tiostiont,485 9560,12/2/1932,,A+
1822,female,Guðmunda,H,Óskarsdóttir,Egilsgata 94,GumundaOskarsdottir@teleworm.us,Seaspicea,431 2377,4/13/1944,,O+
1823,male,Rúnar,M,Ævarsson,Solvellir 83,RunarAEvarsson@dayrep.com,Ferep1975,425 5620,10/26/1975,,A+
1824,male,Þorbjörn,Ö,Pálmason,Sigtuni 99,orbjornPalmason@rhyta.com,Camery,486 1604,8/21/1993,,O+
1825,male,Vernharður,G,Guðþórsson,Thingvallastraeti 37,VernharurGuorsson@jourrapide.com,Mothim,458 0716,1/18/1970,,O+
1826,female,Guðborg,S,Guðjónsdóttir,Garðavegur 91,GuborgGujonsdottir@cuvox.de,Stinin1948,450 3296,7/23/1948,,O+
1827,female,Inga,Þ,Bergsdóttir,Aðalstræti 89,IngaBergsdottir@rhyta.com,Aving1934,439 3366,3/1/1934,,O+
1828,female,Gíslína,S,Gunnlaugsdóttir,Hlíðarvegur 20,GislinaGunnlaugsdottir@einrot.com,Nowed1972,448 4645,1/24/1972,,O+
1829,female,Dagrún,G,Kristinsdóttir,Hagatorg 44,DagrunKristinsdottir@armyspy.com,Tiontems,415 1250,1/13/1957,,O+
1830,male,Agnar,E,Hrafnhildarson,Svarfaðarbraut 18,AgnarHrafnhildarson@fleckens.hu,Carmand1937,460 1168,12/18/1937,,O-
1831,male,Ingimar,S,Jónmundsson,Brekkugata 69,IngimarJonmundsson@rhyta.com,Busnabod,448 0728,4/4/1956,,O+
1833,male,Tómas,E,Salbergsson,Bjarkarstígur 16,TomasSalbergsson@einrot.com,Quirded,419 1070,2/11/1990,,O+
1834,female,Rannveig,G,Sigvaldadóttir,Melum 3,RannveigSigvaldadottir@teleworm.us,Abouty,428 2477,12/29/1976,,O+
1835,female,Bergljót,Ó,Hólmsteinsdóttir,Bjarkarstígur 31,BergljotHolmsteinsdottir@superrito.com,Wingand,436 1009,4/12/1949,,A+
1836,male,Baldvin,R,Júlíusson,Midvangur 97,BaldvinJuliusson@einrot.com,Cled1929,450 5296,4/5/1929,,AB+
1837,male,Júlíus,H,Hrafnsson,Norðurbrún 8,JuliusHrafnsson@rhyta.com,Ontrus,463 8662,4/27/1946,,O+
1838,male,Egill,P,Ásgeirsson,Austurstraeti 16,EgillAsgeirsson@rhyta.com,Comedis,486 3842,7/24/1965,,B+
1839,female,Una,S,Óðinsdóttir,Brekkugata 64,UnaOinsdottir@einrot.com,Deatifight,451 8485,5/8/1957,,O+
1840,male,Ingvar,Á,Marinósson,Nordurvegur 56,IngvarMarinosson@jourrapide.com,Apocran,458 3420,1/21/1942,,A+
1841,female,Þórunn,Þ,Eiríksdóttir,Laufásgötu 97,orunnEiriksdottir@armyspy.com,Bable1980,462 6487,6/4/1980,,O+
1842,male,Áki,Þ,Baldursson,Hverfisgata 46,AkiBaldursson@einrot.com,Bouthad,423 6362,8/27/1992,,O+
1843,female,Hjördís,G,Friðbjarnardóttir,Bjarg Dalbraut 34,HjordisFribjarnardottir@armyspy.com,Phrudging,484 7323,8/10/1928,,A+
1844,male,Sigurjón,V,Gunnþórsson,Midvangur 6,SigurjonGunnorsson@rhyta.com,Offrich,472 0397,6/11/1946,,O+
1845,male,Örlygur,S,Gestsson,Hlíðarenda 67,OrlygurGestsson@fleckens.hu,Roince,441 5621,1/27/1993,,B+
1846,male,Siggeir,E,Sigurvaldason,Norðurbrún 71,SiggeirSigurvaldason@teleworm.us,Lars1993,438 7934,2/17/1993,,O+
1847,male,Hannes,R,Arnoldsson,Þrúðvangur 89,HannesArnoldsson@einrot.com,Kelp1969,476 5497,12/12/1969,,AB+
1848,female,Arndís,V,Hjartardóttir,Thingvallastraeti 3,ArndisHjartardottir@fleckens.hu,Opearee,481 7365,4/25/1970,,O+
1849,male,Sölvi,P,Aronsson,Nesvegi 68,SolviAronsson@fleckens.hu,Ingled,462 3128,8/6/1966,,AB+
1850,male,Haraldur,B,Karlsson,Alfaskeid 63,HaraldurKarlsson@rhyta.com,Whatinfore,467 7209,11/18/1969,,O+
1851,female,Rósey,D,Birgisdóttir,Breidamork 10,RoseyBirgisdottir@cuvox.de,Farmay76,449 5718,5/23/1976,,A+
1852,female,Björk,M,Guðbrandsdóttir,Guðmundsson 21,BjorkGubrandsdottir@dayrep.com,Blar1967,454 1454,5/15/1967,,A-
1853,male,Þorsteinn,K,Oddgeirsson,Norðurbraut 92,orsteinnOddgeirsson@jourrapide.com,Forrounce,422 7767,9/22/1956,,B+
1854,female,Ólöf,P,Þráinsdóttir,Hlíðarvegur 6,Olofrainsdottir@teleworm.us,Reenter,466 2885,3/7/1940,,O+
1855,male,Gestur,M,Ásmundarson,Brekkustíg 86,GesturAsmundarson@jourrapide.com,Fornew1958,447 3193,7/27/1958,,B+
1856,female,Jakobína,J,Magnúsdóttir,Midhraun 78,JakobinaMagnusdottir@superrito.com,Orry1929,456 9193,6/3/1929,,A+
1857,female,Elinborg,E,Snorradóttir,Sorlaskeid 76,ElinborgSnorradottir@fleckens.hu,Agetithas,414 3727,12/4/1989,,A+
1858,female,Þórhalla,Á,Valberg,Guðmundsson 85,orhallaValberg@rhyta.com,Hicho1935,427 4194,6/20/1935,,O+
1859,male,Leifur,L,Stephansson,Hvanneyrarbraut 8,LeifurStephansson@rhyta.com,Beelty,429 8187,6/19/1947,,A+
1860,male,Leó,S,Arthursson,Sigtuni 82,LeoArthursson@teleworm.us,CoÃ¶ped,462 1686,11/5/1948,,A+
1861,female,Alma,M,Bjarnadóttir,Hrútafjörður 69,AlmaBjarnadottir@dayrep.com,Fornow,416 6465,11/8/1993,,A+
1862,female,Stella,V,Pálmadóttir,Drangahrauni 76,StellaPalmadottir@teleworm.us,Shaltarea,425 3639,8/21/1980,,A+
1863,male,Erlingur,E,Sigurleifsson,Hlíðarenda 14,ErlingurSigurleifsson@rhyta.com,Lifen1931,488 1846,4/18/1931,,O+
1864,male,Hans,I,Hafþórsson,Holmatun 17,HansHaforsson@dayrep.com,Scer1982,483 3993,6/30/1982,,O+
1866,male,Hallgrímur,S,Edgarsson,Sundlaugavegur 69,HallgrimurEdgarsson@teleworm.us,Crichown1981,454 8159,8/11/1981,,A+
1867,male,Eðvald,M,Þorgeirsson,Adalstraeti 2,Evaldorgeirsson@einrot.com,Genes1992,465 2894,3/2/1992,,A+
1868,male,Trausti,D,Skjaldarson,Laugarvegur 30,TraustiSkjaldarson@rhyta.com,Froanday,438 8219,3/24/1957,,A+
1869,female,Matthildur,B,Héðinsdóttir,Klausturvegur 46,MatthildurHeinsdottir@gustr.com,Usury1929,470 6565,5/7/1929,,A+
1870,male,Arnþór,E,Þórðarson,Ólafsbraut 8,Arnororarson@armyspy.com,Hisend,447 8678,7/28/1936,,O+
1871,female,Steinlaug,G,Óðinsdóttir,Eikarlundur 14,SteinlaugOinsdottir@einrot.com,Festar,454 5383,12/18/1944,,O+
1872,male,Valgarður,D,Ólason,Akurgerði 39,ValgarurOlason@dayrep.com,Elialitem1973,474 8602,6/12/1973,,A+
1873,female,Freydís,O,Reynisdóttir,Ártún 95,FreydisReynisdottir@superrito.com,Youghtisto,444 4871,7/30/1962,,O+
1874,female,Benedikta,H,Jensdóttir,Ægissidu 75,BenediktaJensdottir@armyspy.com,Eaketury,474 8871,5/6/1993,,A-
1875,female,Katrín,S,Jónsdóttir,Dalbraut 44,KatrinJonsdottir@gustr.com,Sagent,467 0567,10/17/1956,,A-
1876,female,Gabriela,H,Gylfadóttir,Klausturvegi 50,GabrielaGylfadottir@teleworm.us,Lanny1934,467 9590,11/2/1934,,O+
1877,male,Vésteinn,H,Sigurbergsson,Fitjabraut 33,VesteinnSigurbergsson@superrito.com,Moull1938,458 7373,5/10/1938,,O+
1878,male,Hannes,B,Friðbjarnarson,Fagradalsbraut 34,HannesFribjarnarson@jourrapide.com,Howely,426 0704,1/18/1983,,O+
1879,male,Kim,M,Þorgilsson,Klettsbúð 46,Kimorgilsson@fleckens.hu,Forejusell1941,482 7258,8/28/1941,,A+
1880,male,Friðgeir,D,Ellertsson,Eyrarlandsvegur 5,FrigeirEllertsson@fleckens.hu,Alwask,483 6132,9/7/1934,,A+
1881,male,Patrekur,J,Auðbjörnsson,Geislagata 45,PatrekurAubjornsson@gustr.com,Sherfeappor,463 7863,5/19/1937,,O+
1882,female,Árnína,Í,Friðbjarnardóttir,Hlíðarenda 61,ArninaFribjarnardottir@superrito.com,Officust32,450 4289,2/13/1932,,B+
1883,female,Ósk,Ó,Vilhjálmsdóttir,Ráðhústorg 33,OskVilhjalmsdottir@superrito.com,Whore1952,453 7244,4/26/1952,,A+
1884,female,Guðlaug,G,Hólmsteinsdóttir,Fitjabraut 17,GulaugHolmsteinsdottir@teleworm.us,Becia1966,472 8737,2/25/1966,,O-
1885,female,Linda,C,Bárudóttir,Sundabakki 93,LindaBarudottir@gustr.com,Pactink,476 8948,12/19/1970,,B+
1886,female,Áslaug,R,Jónasdóttir,Hverafold 97,AslaugJonasdottir@jourrapide.com,Thentry1932,440 7620,7/21/1932,,B+
1887,male,Sigurjón,A,Vagnsson,Þverbraut 20,SigurjonVagnsson@teleworm.us,Camerefte,464 5803,1/5/1976,,A-
1888,male,Tinna,D,Skaftason,Kveldúlfsgata 48,TinnaSkaftason@teleworm.us,Alkincom,417 1112,10/30/1955,,O+
1889,male,Hlynur,E,Guðþórsson,Fjolnisgata 14,HlynurGuorsson@jourrapide.com,Hermort,445 3276,6/15/1960,,B+
1890,female,Bergþóra,G,Karlsdóttir,Nordurvegur 91,BergoraKarlsdottir@jourrapide.com,Reaps1943,456 0367,8/9/1943,,B-
1891,male,Hafþór,H,Diðriksson,Ránargata 64,HaforDiriksson@gustr.com,Wouringed,411 5166,4/9/1980,,A+
1892,female,Signý,B,Marinósdóttir,Klapparstígur 72,SignyMarinosdottir@gustr.com,Ditach,484 3661,3/12/1967,,O+
1893,female,Anita,S,Óðinsdóttir,Gardabraut 60,AnitaOinsdottir@armyspy.com,Septan,428 4364,10/1/1960,,AB+
1894,male,Rögnvaldur,Á,Arnmundsson,Hvítárbakka 37,RognvaldurArnmundsson@gustr.com,Threar,487 4267,6/12/1931,,A+
1895,female,Ruth,I,Sigtryggsdóttir,Adalstraeti 81,RuthSigtryggsdottir@teleworm.us,Quarc1953,473 1012,10/12/1953,,O-
1896,female,Anita,G,Ottarsdóttir,Heiðarbraut 28,AnitaOttarsdottir@dayrep.com,Roublet62,432 4160,1/27/1962,,B+
1897,male,Stefnir,S,Vilhjálmsson,Kringlan 9,StefnirVilhjalmsson@rhyta.com,Itive1953,483 3802,3/25/1953,,O+
1898,female,Sóldís,D,Sverrisdóttir,Garðavegur 96,SoldisSverrisdottir@cuvox.de,Thave1981,456 1830,12/3/1981,,O+
1899,male,Össur,G,Leifsson,Nesvegur 60,OssurLeifsson@rhyta.com,Owithed,460 9063,10/6/1982,,A+
1900,male,Brynjar,H,Salómonsson,Skólastígur 59,BrynjarSalomonsson@superrito.com,Cusuneve,479 5315,11/8/1987,,O-
1901,male,Eyjólfur,I,Steindórsson,Naustavegur 25,EyjolfurSteindorsson@teleworm.us,Foreas,463 9216,3/4/1957,,O+
1902,female,Fríður,G,Karlsdóttir,Naustavegur 78,FriurKarlsdottir@rhyta.com,Followly82,455 1600,7/12/1982,,A+
1903,male,Ísak,G,Sigurbjörnsson,Djúpivogur 96,IsakSigurbjornsson@fleckens.hu,Seethe,453 3950,7/5/1937,,A+
1904,female,Dýrfinna,H,Baldursdóttir,Thverholt 22,DyrfinnaBaldursdottir@gustr.com,Vingull,461 2559,1/31/1940,,O+
1905,female,Ingiríður,S,Eyjólfsdóttir,Smiðjustígur 54,IngiriurEyjolfsdottir@jourrapide.com,Boxiou,471 9825,10/3/1945,,A+
1906,male,Sigurþór,K,Bergsson,Skolavordustig 55,SigurorBergsson@rhyta.com,Peraings,430 6306,10/19/1990,,O+
1907,male,Finnbogi,D,Hafsteinsson,Djúpivogur 53,FinnbogiHafsteinsson@einrot.com,Intor1982,443 3033,6/12/1982,,A+
1908,male,Guðgeir,B,Valdimarsson,Norðurbraut 72,GugeirValdimarsson@dayrep.com,Stentigh,466 6017,1/15/1985,,O+
1909,female,Karla,A,Bárudóttir,Bjarg Dalbraut 76,KarlaBarudottir@rhyta.com,Jusbache,450 8310,5/28/1948,,O+
1910,female,Anna,Ó,Þorvarðardóttir,Hagatorg 91,Annaorvarardottir@dayrep.com,Earthey,443 2489,2/1/1965,,O-
1911,female,Gríma,A,Ásgeirsdóttir,Höfðabraut 27,GrimaAsgeirsdottir@dayrep.com,Areaccely,431 0921,6/17/1981,,O+
1912,female,Kristín,S,Þorkelsdóttir,Austurstraeti 56,Kristinorkelsdottir@jourrapide.com,Fortint,415 5191,3/20/1961,,B+
1913,female,Oddrún,K,Hjartardóttir,Bjarg Dalbraut 85,OddrunHjartardottir@armyspy.com,Skencle,457 1461,1/7/1972,,O+
1914,female,Hildur,B,Tryggvadóttir,Brekkugata 83,HildurTryggvadottir@jourrapide.com,Grieds,487 9873,8/14/1959,,O+
1915,female,Dagbjört,L,Jóakimsdóttir,Aðalgata 19,DagbjortJoakimsdottir@armyspy.com,Ince1971,462 2719,4/12/1971,,A+
1916,female,Ríkey,M,Árnadóttir,Gilsbakka 23,RikeyArnadottir@superrito.com,Hige1963,454 9235,5/15/1963,,B+
1917,male,Birgir,D,Björgvinsson,Hvanneyrarbraut 54,BirgirBjorgvinsson@armyspy.com,Folen1930,410 2781,8/22/1930,,A-
1918,female,Ragna,G,Ingólfsdóttir,Holtagata 56,RagnaIngolfsdottir@gustr.com,Wassilleyert,422 2513,8/25/1984,,A+
1919,male,Hafliði,K,Geirsson,Merkigerði 81,HafliiGeirsson@jourrapide.com,Feling,459 5651,8/19/1965,,O+
1920,male,Björgvin,V,Lúðvígsson,Brekkustíg 48,BjorgvinLuvigsson@dayrep.com,Doeme1986,469 8131,12/20/1986,,O+
1921,female,Embla,J,Snorradóttir,Fjolnisgata 73,EmblaSnorradottir@rhyta.com,Riduch,413 6365,10/24/1939,,A+
1922,female,Arnþrúður,D,Níelsdóttir,Thingholtsstraeti 14,ArnruurNielsdottir@rhyta.com,Thather94,477 9236,9/8/1994,,A+
1923,male,Arnar,E,Baldvinsson,Stórholt 57,ArnarBaldvinsson@dayrep.com,Wifuld,474 1630,1/6/1939,,B+
1924,male,Guðmar,E,Arthursson,Ólafsbraut 73,GumarArthursson@fleckens.hu,Baginert,426 1066,9/14/1954,,O+
1925,male,Hreinn,D,Theodórsson,Borgarbraut 8,HreinnTheodorsson@dayrep.com,Whosseem57,449 0574,8/1/1957,,O-
1927,female,Gabriela,S,Níelsdóttir,Garðavegur 25,GabrielaNielsdottir@rhyta.com,Blesteth1970,432 3859,6/29/1970,,O-
1928,male,Ísak,J,Sigursteinsson,Nesvegur 59,IsakSigursteinsson@jourrapide.com,Hishred,455 5307,4/6/1973,,A+
1929,female,Hulda,G,Aðalbjörnsdóttir,Gardabraut 49,HuldaAalbjornsdottir@teleworm.us,Plualked,442 4356,9/25/1953,,O+
1930,male,Ilona,H,Steindórsson,Tryggvabraut 63,IlonaSteindorsson@cuvox.de,Cliveher1944,473 5623,7/5/1944,,O+
1931,female,Þórheiður,S,Jónsdóttir,Kveldúlfsgata 71,orheiurJonsdottir@armyspy.com,Forejusell56,469 7247,10/11/1956,,O+
1932,female,Heiðdís,S,Agnarsdóttir,Suðurbraut 81,HeidisAgnarsdottir@rhyta.com,Soldided42,423 7544,7/10/1942,,A+
1933,male,Sævar,R,Birgisson,Hamarstígur 31,SaevarBirgisson@cuvox.de,Repliskel,482 3781,5/2/1982,,A+
1934,female,Rut,A,Guðmundsdóttir,Nesvegi 70,RutGumundsdottir@einrot.com,Lawbor,458 0307,12/7/1953,,O+
1935,female,Annetta,B,Sigmarsdóttir,Ártún 89,AnnettaSigmarsdottir@gustr.com,Tinfee,474 6213,11/12/1993,,B+
1936,male,Styrmir,A,Grétarsson,Vesturgata 19,StyrmirGretarsson@superrito.com,Doorcall,485 0189,12/8/1939,,A+
1937,female,Jórunn,M,Eggertsdóttir,Sudurlandsbraut 6,JorunnEggertsdottir@dayrep.com,Herl1978,410 5805,1/28/1978,,O+
1938,female,Dýrfinna,I,Guðjónsdóttir,Thverholt 17,DyrfinnaGujonsdottir@superrito.com,Joyagesse,432 0584,9/16/1936,,O+
1939,male,Örvar,R,Guðsteinsson,Norðurbrún 42,OrvarGusteinsson@teleworm.us,Hamay1937,445 0235,12/16/1937,,O+
1940,male,Skarphéðinn,K,Björgólfsson,Hofsbót 99,SkarpheinnBjorgolfsson@gustr.com,Peconesuring,457 1096,8/10/1932,,O+
1941,female,Steinlaug,A,Sigfúsdóttir,Snorragata 28,SteinlaugSigfusdottir@armyspy.com,Brive1942,433 3115,3/15/1942,,A+
1942,female,Konny,A,Kristbjörnsdóttir,Kirkjutorg 89,KonnyKristbjornsdottir@jourrapide.com,Younarright,469 0098,8/12/1967,,O+
1943,male,Ingi,S,Þorfinnsson,Smiðjustígur 49,Ingiorfinnsson@rhyta.com,Extron1930,466 6627,3/26/1930,,O-
1944,male,Þorsteinn,Þ,Jósefsson,Thverholt 11,orsteinnJosefsson@cuvox.de,Emannotill1970,430 7685,4/8/1970,,A+
1945,female,Sólrún,J,Guðgeirsdóttir,Smiðjustígur 55,SolrunGugeirsdottir@gustr.com,Foold1982,481 5283,9/11/1982,,O-
1946,female,Katla,F,Hólmsteinsdóttir,Klausturvegur 60,KatlaHolmsteinsdottir@rhyta.com,Liese1949,473 7297,1/18/1949,,O+
1947,male,Búi,H,Bæringsson,Höfðabraut 18,BuiBaeringsson@jourrapide.com,Appid1935,483 7957,2/14/1935,,O+
1948,male,Þormar,G,Magnason,Ægissidu 44,ormarMagnason@einrot.com,Spaince,413 0053,2/5/1976,,O+
1949,male,Eyþór,G,Sigurjónsson,Naustavegur 3,EyorSigurjonsson@gustr.com,Nathe1945,412 9337,9/10/1945,,B+
1950,female,Ása,V,Oddgeirsdóttir,Armúli 90,AsaOddgeirsdottir@cuvox.de,Deareing,427 7216,2/13/1943,,O+
1951,female,Áshildur,E,Hjartardóttir,Garðavegur 87,AshildurHjartardottir@teleworm.us,Olower,465 4500,5/6/1971,,A+
1952,male,Heimir,A,Sigjónsson,Álfabyggð 60,HeimirSigjonsson@cuvox.de,Difer1986,488 0495,11/5/1986,,B+
1953,female,Hansína,E,Skúladóttir,Kaupangsstræti 8,HansinaSkuladottir@superrito.com,Therfaid45,414 3756,4/19/1945,,O+
1954,female,Gunnlaug,S,Angantýsdóttir,Thverholt 7,GunnlaugAngantysdottir@gustr.com,Bettim,485 7624,3/17/1947,,A-
1955,female,Guðmunda,H,Birgisdóttir,Geislagata 50,GumundaBirgisdottir@superrito.com,Phre1944,458 4982,3/5/1944,,A+
1956,male,Kim,V,Sigurbjarnason,Þorsteinsgata 14,KimSigurbjarnason@einrot.com,Parin1945,428 9982,4/29/1945,,B+
1957,male,Kim,F,Áskelsson,Brekkustíg 32,KimAskelsson@gustr.com,Offeir,464 5560,12/2/1946,,O+
1958,female,Andrea,U,Sigtryggsdóttir,Austurgata 61,AndreaSigtryggsdottir@armyspy.com,Hight1973,486 5387,6/13/1973,,A+
1959,male,Sigmundur,G,Steinsson,Midhraun 96,SigmundurSteinsson@cuvox.de,Fronly,434 1082,1/15/1938,,B+
1960,male,Magnús,H,Viktorsson,Garðavegur 72,MagnusViktorsson@dayrep.com,Tholonever1928,483 8120,6/2/1928,,O+
1961,male,Hilmir,G,Gautason,Gilsbakka 36,HilmirGautason@dayrep.com,Giathe,471 4653,10/2/1948,,O+
1962,female,Rúna,S,Erlendsdóttir,Heiðarbraut 54,RunaErlendsdottir@superrito.com,Withadentall,450 2245,4/7/1985,,O+
1963,male,Ingimar,Ó,Sigurbjörnsson,Sorlaskeid 94,IngimarSigurbjornsson@armyspy.com,Parave60,410 5893,7/14/1960,,A+
1964,female,Marsibil,Á,Ívarsdóttir,Sidumula 10,MarsibilIvarsdottir@gustr.com,Dinen1933,467 3242,12/28/1933,,A+
1965,female,Þorstína,E,Sigvaldadóttir,Þingvallastræti 59,orstinaSigvaldadottir@teleworm.us,Coves1972,439 8595,8/28/1972,,A+
1966,male,Valgarður,S,Márusson,Adalstraeti 3,ValgarurMarusson@jourrapide.com,Wervas,473 9616,6/9/1962,,B+
1967,male,Eiríkur,H,Guðnason,Hrútafjörður 37,EirikurGunason@fleckens.hu,Macy1988,449 6955,3/21/1988,,A+
1968,female,Lena,S,Sigmundsdóttir,Hlíðarenda 90,LenaSigmundsdottir@dayrep.com,Bearaince,437 7841,6/18/1979,,A+
1969,male,Unnar,S,Lárusson,Hnjúkabyggð 46,UnnarLarusson@gustr.com,Hunnot1988,442 0528,2/11/1988,,O+
1970,male,Styrmir,H,Friðgeirsson,Snorragata 38,StyrmirFrigeirsson@cuvox.de,Anowelf,411 2671,2/29/1956,,O+
